name,age,married,working,past_deliveries,delivery_time
Rachita Dhawan,20,Yes,Yes,1,2-3
Vidhi Gole,49,No,Yes,2,11-12
Nitara Lalla,64,No,Yes,5,4-5
Baghyawati Jha,69,No,Yes,5,12-1
Sathvik Basu,57,No,Yes,3,1-2
Tanmayi Krish,36,Yes,Yes,1,10-11
Nachiket Nair,61,Yes,No,4,12-1
Chandani Rau,24,Yes,Yes,5,3-4
Jonathan Karnik,25,Yes,Yes,2,2-3
Kamala Barad,70,No,No,5,12-1
Abhiram Sharma,58,No,Yes,5,10-11
Neha Agrawal,18,Yes,Yes,5,9-10
Amara Tank,30,Yes,No,5,11-12
Devika Kakar,66,Yes,Yes,0,10-11
Lopa Krish,66,No,No,4,9-10
Balendra Chawla,38,No,Yes,3,4-5
Lakshmi Wadhwa,26,Yes,No,4,12-1
Lekha Shere,25,No,Yes,0,9-10
Rudra Arya,68,Yes,No,3,10-11
Jai Sheth,22,No,No,3,11-12
Eesha Bedi,70,Yes,No,5,10-11
Arjun Dave,39,Yes,No,3,3-4
Edhitha Gill,59,No,No,4,1-2
Nidra Datta,45,Yes,Yes,3,2-3
Leena Parikh,47,No,No,4,11-12
Turvi Patil,20,Yes,No,5,12-1
Eesha Bedi,70,Yes,No,5,10-11
Wahab Prakash,52,No,No,5,3-4
Anamika Prabhu,29,No,No,3,11-12
Kavya Wadhwa,57,Yes,Yes,5,3-4
Abhiram Parmer,57,No,Yes,4,2-3
Urishilla Dar,70,No,Yes,4,11-12
Zilmil Misra,49,Yes,Yes,2,9-10
Timothy Mishra,40,Yes,No,1,2-3
Liam Chada,29,Yes,Yes,5,4-5
Yachana Murthy,53,Yes,No,5,2-3
Tristan Saxena,57,Yes,No,5,9-10
Rushil Kala,21,Yes,Yes,1,4-5
Imaran Keer,28,No,Yes,4,12-1
Lekha Mand,66,Yes,Yes,1,10-11
Atharv Patil,24,Yes,No,3,4-5
Jatin Mohan,49,Yes,No,1,4-5
Daniel Narayanan,37,Yes,No,5,12-1
Lekha Chakrabarti,64,No,No,4,11-12
Siya Rastogi,49,No,Yes,5,3-4
Warjas Iyer,39,No,No,3,10-11
Rehaan Sathe,18,No,No,1,4-5
Vritti Bobal,46,Yes,No,5,3-4
Hitesh Gulati,47,Yes,Yes,4,12-1
Omaja Dada,43,Yes,Yes,3,12-1
Yoshita Atwal,27,Yes,Yes,1,11-12
Nidhi Lall,60,Yes,Yes,5,1-2
Riya Borra,35,No,Yes,5,12-1
Pranit Swamy,39,Yes,No,3,2-3
Tamanna Lall,57,No,Yes,2,10-11
Ishita Kade,42,Yes,No,5,4-5
Amol Mander,38,No,No,5,1-2
Irya Deol,50,No,Yes,4,4-5
Omaja Loke,36,Yes,Yes,5,1-2
Sai Bakshi,42,No,No,5,10-11
Pallavi Dutta,61,Yes,No,0,10-11
Anirudh Sunder,25,Yes,Yes,4,9-10
Vrishti Bose,52,Yes,No,4,1-2
Amol Banik,34,No,Yes,3,3-4
Patrick Nayak,66,No,No,3,12-1
Jack Garde,51,No,No,0,12-1
Falan Ganesh,69,No,Yes,4,9-10
Gaurang Bava,51,No,No,5,10-11
Dalaja Nayar,51,Yes,No,5,4-5
Ekalinga Dubey,29,Yes,No,4,2-3
Jeet Karan,29,No,Yes,5,11-12
Daniel Pandey,18,No,No,5,2-3
Aishani Goswami,45,Yes,No,2,12-1
Warinder Chana,62,No,No,5,2-3
Edhitha Badami,48,No,No,5,9-10
Saumya Saha,51,No,No,4,1-2
Eta Naik,70,No,No,5,4-5
Balhaar Manne,65,No,Yes,3,3-4
Amol Banik,34,No,Yes,3,3-4
Yashawini Jain,52,No,No,2,9-10
Chandran Bhandari,66,Yes,No,5,12-1
Kiaan Gaba,48,No,No,0,9-10
Tripti Garg,26,Yes,No,4,12-1
Rajata Sant,49,No,Yes,2,9-10
Yatan Sant,65,No,Yes,5,4-5
Zayan Kurian,48,No,Yes,5,9-10
Bhavini Badal,49,Yes,No,4,2-3
Pahal Venkataraman,41,No,No,2,10-11
Aryan Gour,48,Yes,Yes,5,12-1
Chakrika Sha,29,Yes,No,5,10-11
Ria Subramanian,27,Yes,No,4,11-12
Falan Sule,70,Yes,Yes,5,12-1
Ekavir Sani,57,Yes,Yes,5,12-1
Aarush Bains,41,No,No,1,11-12
Gopal Sachar,38,Yes,Yes,5,3-4
Saumya Saha,51,No,No,4,1-2
Tanveer Loyal,35,Yes,No,4,11-12
Veda Palan,26,Yes,Yes,4,9-10
Yadavi Mannan,47,No,No,2,9-10
Chanakya Thakur,64,No,Yes,1,1-2
Ishaan Vora,46,Yes,No,1,3-4
Isaiah Banerjee,42,No,Yes,1,10-11
Ijaya Sem,50,No,Yes,5,2-3
Maanas Rana,40,No,No,3,12-1
Zaitra Tiwari,67,Yes,No,4,3-4
Tejas Bedi,53,Yes,Yes,0,4-5
Daniel Pandey,18,No,No,5,2-3
Triveni Khalsa,42,No,Yes,5,3-4
Wakeeta Joshi,21,No,Yes,4,9-10
Mugdha Dhillon,36,Yes,Yes,3,2-3
Lekha Balan,21,Yes,No,2,12-1
Ekiya Narasimhan,52,No,Yes,4,9-10
Rajata Shanker,28,No,No,4,9-10
Kai Ramachandran,57,Yes,No,4,1-2
Amol Mander,38,No,No,5,1-2
Ijaya Sahota,50,No,Yes,4,12-1
Maya Devi,20,No,No,5,12-1
Charita Kata,47,No,Yes,3,9-10
Warhi Sampath,26,Yes,Yes,2,11-12
Samarth Magar,55,Yes,No,4,9-10
Qabil Zacharia,57,Yes,No,3,4-5
Dayita Mall,48,Yes,No,4,2-3
Varsha Loyal,58,No,No,0,12-1
Balhaar Bhavsar,63,Yes,Yes,4,4-5
Ronith Seth,54,Yes,No,2,1-2
Madhav Balasubramanian,43,Yes,Yes,1,9-10
Ayushman Sarraf,28,No,No,4,1-2
Charan D’Alia,64,No,Yes,5,10-11
Kevin Narang,57,No,Yes,4,1-2
Vanya Grewal,46,Yes,No,4,3-4
Anita Dar,53,Yes,Yes,5,9-10
Lekha Raghavan,70,Yes,Yes,3,10-11
Mohini Devan,30,No,No,5,9-10
Onveer Chhabra,69,No,No,0,2-3
Frado Raju,42,Yes,Yes,4,11-12
Ucchal Morar,42,No,Yes,5,9-10
Balveer Nagar,69,Yes,No,5,9-10
Oeshi Patla,49,No,Yes,4,1-2
Nathan Varughese,53,Yes,No,5,9-10
Dakshesh Dara,22,Yes,Yes,1,3-4
Nisha Muni,69,No,Yes,3,11-12
Zayan Badal,36,Yes,No,5,3-4
Jagdish Deo,39,No,Yes,1,1-2
Aadi Prabhakar,48,Yes,No,4,11-12
Jeet Walla,30,No,Yes,4,1-2
Falan Sule,70,Yes,Yes,5,12-1
Charan Tata,33,Yes,No,4,4-5
Reyansh Sathe,49,No,Yes,5,10-11
Vritti Dubey,37,No,No,3,9-10
George Nagi,25,No,Yes,4,11-12
Hiral Batra,21,Yes,No,4,10-11
Rudra Bahl,67,No,Yes,3,11-12
Raagini Goswami,60,No,Yes,5,2-3
Eta Kohli,45,Yes,No,5,4-5
Saanvi Bhargava,39,No,No,5,11-12
Leena Tara,24,Yes,Yes,4,12-1
Dalaja Majumdar,53,Yes,Yes,1,1-2
Daksh Joshi,39,Yes,Yes,5,3-4
Nikita Pal,26,No,Yes,4,11-12
Daksh Kalla,57,Yes,No,0,2-3
Ucchal Vohra,48,No,Yes,4,11-12
Vrishti Bose,52,Yes,No,4,1-2
Amruta Wadhwa,36,Yes,No,5,4-5
Damini Wason,34,No,Yes,4,4-5
Yashasvi Kala,66,No,No,5,9-10
Edhitha Bhakta,49,Yes,Yes,5,11-12
Yadavi Mannan,47,No,No,2,9-10
Siddharth Barad,61,No,No,3,1-2
Keya Sangha,52,No,No,4,2-3
Vrinda Char,35,Yes,Yes,5,10-11
Qabil Deep,54,No,Yes,5,9-10
Advaith Konda,31,No,Yes,5,9-10
Chakradev Mitra,41,Yes,No,1,12-1
Yashodhara Walia,39,Yes,Yes,3,10-11
Mahika Loke,34,No,Yes,5,2-3
Falak Choudhury,59,No,No,3,12-1
Ikshita Sarin,38,Yes,No,1,3-4
Falguni Minhas,24,No,No,5,11-12
Triveni Khalsa,42,No,Yes,5,3-4
Aadhya Sundaram,55,Yes,Yes,5,4-5
Avi Pillai,70,Yes,Yes,2,9-10
Xalak Pingle,68,No,No,4,4-5
Siya Oommen,42,Yes,Yes,3,10-11
Nisha Rout,65,No,Yes,4,12-1
Yasti Doctor,41,No,Yes,5,2-3
Xalak Pingle,68,No,No,4,4-5
George Nagi,25,No,Yes,4,11-12
Oeshi Bandi,65,Yes,No,3,1-2
Arin Vohra,44,Yes,No,3,1-2
Amrita Narain,35,No,Yes,3,11-12
Ekaraj Halder,34,No,No,5,11-12
Dalaja Pall,67,No,Yes,0,3-4
Riya Borra,35,No,Yes,5,12-1
Lila Chacko,21,No,Yes,5,1-2
Irya Venkatesh,27,No,No,0,3-4
Anirudh Sunder,25,Yes,Yes,4,9-10
Kiaan Handa,39,Yes,Yes,4,12-1
Ronith Seth,54,Yes,No,2,1-2
Vrinda Deep,31,No,No,4,11-12
Aryan Buch,26,No,No,5,2-3
Aryan Gour,48,Yes,Yes,5,12-1
Upadhriti Choudhary,24,No,Yes,2,1-2
Leela Ray,26,Yes,No,5,1-2
Fitan Basak,69,No,No,2,12-1
Noah Krishna,52,Yes,Yes,4,12-1
Abeer Chatterjee,51,Yes,Yes,3,12-1
Prisha Minhas,70,No,Yes,3,2-3
Kalpit Apte,48,Yes,No,5,12-1
Vasatika Kant,23,Yes,Yes,0,11-12
Aarnav Som,59,No,No,3,3-4
Falan Pathak,25,No,Yes,5,10-11
Leela Ray,26,Yes,No,5,1-2
Jhalak Chaudhary,67,No,No,4,9-10
Amaira Dhaliwal,69,Yes,Yes,3,10-11
Madhav Sarkar,34,No,Yes,3,10-11
Gaurang Bava,51,No,No,5,10-11
Shaurya Lal,45,Yes,No,2,9-10
Frado Chaudhuri,65,Yes,Yes,4,12-1
Agastya Kale,19,No,Yes,4,10-11
Faris Narayanan,55,No,No,5,11-12
Mohammed Acharya,23,Yes,No,1,10-11
Samuel Ghose,27,Yes,Yes,4,3-4
Tanvi Ray,20,No,No,4,2-3
Yoshita Luthra,57,Yes,No,2,1-2
Ishanvi Srinivasan,54,Yes,Yes,4,10-11
Imaran Keer,28,No,Yes,4,12-1
Balvan Boase,31,Yes,Yes,5,2-3
Harrison Dugal,56,No,No,3,1-2
Faraj Jain,23,No,No,2,4-5
Umang Bir,37,Yes,Yes,0,3-4
Aarini Sundaram,30,Yes,Yes,4,11-12
Vedika Mann,68,Yes,Yes,4,4-5
Vanya Rattan,25,Yes,No,5,3-4
Maya Devi,20,No,No,5,12-1
Dipta Mody,31,Yes,Yes,5,12-1
Lavanya Rau,30,No,No,2,9-10
Warhi Bali,61,No,No,4,12-1
Tamanna Borah,19,Yes,No,5,2-3
Luke Loyal,34,No,Yes,3,1-2
Amaira Dhaliwal,69,Yes,Yes,3,10-11
Nathaniel Nadkarni,20,Yes,No,4,12-1
Nidhi Lall,60,Yes,Yes,5,1-2
Wishi Butala,38,No,Yes,3,11-12
Rayaan Pathak,20,No,Yes,3,11-12
Janani Sidhu,54,No,Yes,4,4-5
Frederick Natt,22,Yes,No,4,12-1
Baljiwan Joshi,58,Yes,No,5,9-10
Karan Kannan,18,No,Yes,4,2-3
Krisha Srivastava,67,No,No,3,4-5
Radhika Nori,50,No,Yes,4,3-4
Peter Boase,70,Yes,Yes,3,9-10
Baghyawati Jha,69,No,Yes,5,12-1
Ayaan Lalla,66,No,Yes,3,12-1
Vincent Biswas,38,Yes,Yes,2,4-5
Xalak Sule,49,Yes,No,0,10-11
Vinaya Murty,48,Yes,Yes,5,9-10
Teerth Behl,32,Yes,No,3,12-1
Maya Batta,27,No,No,0,1-2
Wridesh Deep,54,No,No,4,11-12
Yoshita Arora,66,No,Yes,3,2-3
Bhavya Char,40,Yes,No,2,10-11
Quincy Rastogi,54,No,Yes,2,10-11
Gautam Khanna,41,No,Yes,4,4-5
Charles Parekh,33,Yes,Yes,5,3-4
Lajita Gaba,52,Yes,No,5,3-4
Bhanumati Kurian,55,Yes,Yes,2,3-4
Yashodhara Goswami,24,No,Yes,2,10-11
Jairaj Ghose,64,Yes,No,3,4-5
Bhavini Badal,49,Yes,No,4,2-3
Ronith Narain,61,No,Yes,5,12-1
Chakrika Sha,29,Yes,No,5,10-11
Lopa Vasa,52,Yes,Yes,5,4-5
Kalpit Apte,48,Yes,No,5,12-1
Neel Babu,32,No,No,1,11-12
Jack Sundaram,39,Yes,No,2,12-1
Faqid Varty,23,No,Yes,3,12-1
Brinda Menon,65,No,Yes,4,9-10
Sathvik Sami,56,Yes,No,5,11-12
Eta Gera,34,Yes,Yes,5,10-11
Balendra Batra,37,Yes,Yes,1,1-2
Vritti Sur,61,No,No,3,2-3
Nicholas Chakrabarti,27,No,Yes,1,4-5
Ekapad Biswas,28,No,Yes,5,2-3
Patrick Sampath,18,No,Yes,0,3-4
Kritika Varty,56,No,Yes,5,11-12
Aashi Kanda,64,Yes,Yes,2,2-3
Wridesh Bajwa,60,No,No,3,9-10
Charan D’Alia,64,No,Yes,5,10-11
Ekbal Dyal,35,Yes,No,5,2-3
Aarna Panchal,20,No,No,3,12-1
Aryan Gour,48,Yes,Yes,5,12-1
Ria Muni,34,No,No,2,3-4
Ishwar Krishnamurthy,52,Yes,Yes,0,1-2
Yamini Konda,39,Yes,Yes,1,4-5
Dipta Bava,27,Yes,Yes,5,11-12
Urishilla Dar,70,No,Yes,4,11-12
Raksha Natt,22,Yes,Yes,0,12-1
George Nagi,25,No,Yes,4,11-12
Libni Chaudhary,37,Yes,Yes,4,9-10
Balveer Nagar,69,Yes,No,5,9-10
Tanvi Dugar,58,Yes,No,3,11-12
Charan Rama,18,No,No,1,10-11
Rayaan Bawa,35,Yes,No,1,1-2
Mekhala Magar,61,No,No,4,4-5
Forum Khatri,27,No,Yes,4,2-3
Ansh Kunda,29,Yes,No,5,1-2
Yutika Buch,53,Yes,No,4,3-4
Ladli Khatri,46,No,Yes,4,1-2
Onkar Vyas,67,Yes,Yes,5,2-3
Jatin De,51,Yes,Yes,5,11-12
Owen Jain,47,Yes,Yes,5,2-3
Nitara Rama,52,Yes,Yes,4,2-3
Rachana Parekh,22,No,No,3,11-12
Zaid Randhawa,63,Yes,No,2,11-12
Oeshi Ganesan,66,No,Yes,2,11-12
Ria Kala,61,No,Yes,5,12-1
Anika Yadav,50,Yes,Yes,5,1-2
Libni Sem,47,Yes,Yes,3,11-12
Chakradev Konda,49,No,No,4,3-4
Dayita Tandon,45,Yes,No,3,11-12
Balendra Chawla,38,No,Yes,3,4-5
Falguni Shroff,66,No,Yes,5,10-11
Jhalak Mand,46,No,Yes,5,2-3
Qabil Choudhury,25,Yes,Yes,3,1-2
Aishani Chhabra,27,Yes,Yes,1,9-10
Gopal Wadhwa,39,No,Yes,2,3-4
Dipta Uppal,22,Yes,No,4,2-3
Aarush Sarna,68,Yes,Yes,3,2-3
Zinal Dayal,36,No,No,5,9-10
Varenya Mane,48,Yes,No,5,2-3
Eta Kohli,45,Yes,No,5,4-5
Geetika Nagarajan,21,Yes,Yes,5,4-5
Shaurya Lal,45,Yes,No,2,9-10
Viraj Dixit,49,No,Yes,5,1-2
Garima Lalla,40,Yes,Yes,0,9-10
Atharv Sawhney,44,No,No,3,2-3
Sai Pandit,47,Yes,Yes,4,1-2
Rayaan Memon,52,No,Yes,3,4-5
Alexander Bajaj,31,No,Yes,5,9-10
Zayyan Master,33,No,Yes,5,11-12
Niharika Puri,38,Yes,Yes,3,10-11
Hemani Thakur,30,No,No,3,4-5
Charles Parekh,33,Yes,Yes,5,3-4
Tarak Yohannan,25,No,Yes,1,4-5
Ethan Bhatnagar,68,No,No,5,10-11
Max Lalla,33,No,Yes,5,11-12
Gaurav Sha,63,No,No,4,10-11
Naksh Dua,66,No,Yes,3,2-3
Raghav Walia,31,Yes,No,5,4-5
Gaurangi Dalal,61,No,No,4,4-5
Luke Patel,21,No,No,5,9-10
Mekhala Varghese,47,Yes,Yes,5,4-5
Udyati Pandey,46,Yes,No,1,1-2
Rishi Kohli,60,Yes,No,3,10-11
Isaac Natt,40,Yes,Yes,5,2-3
Jacob Mody,69,Yes,No,0,1-2
Rachit Randhawa,62,Yes,No,5,12-1
Raghav Walia,31,Yes,No,5,4-5
Kai Ramachandran,57,Yes,No,4,1-2
Vidhi Madan,69,No,No,4,1-2
Sarthak Gopal,38,No,Yes,4,3-4
Charan D’Alia,64,No,Yes,5,10-11
Ishanvi Narayan,40,No,No,3,9-10
Yutika Sidhu,47,Yes,Yes,5,11-12
Kalpit Ganguly,29,Yes,Yes,4,11-12
Theodore Sinha,52,No,Yes,3,9-10
Harini Anne,34,Yes,No,3,12-1
Anthony Pathak,48,No,No,0,3-4
Balhaar Aggarwal,33,Yes,No,4,10-11
Quincy Vig,62,No,No,5,2-3
Veda Palan,26,Yes,Yes,4,9-10
Jairaj Shan,61,No,No,4,11-12
Aarush Saha,20,Yes,No,5,11-12
Ira Suri,63,Yes,No,5,11-12
Fariq Tak,54,No,Yes,2,3-4
Hemani Shukla,21,Yes,Yes,3,2-3
Leela Oommen,49,No,No,4,2-3
Ira Sani,44,No,No,3,2-3
Siya Chaudhari,30,Yes,No,4,2-3
Atharv Nagy,59,Yes,Yes,4,12-1
Atharv Nagy,59,Yes,Yes,4,12-1
Irya Sachar,64,Yes,No,5,3-4
Baljiwan Thaker,50,Yes,Yes,3,11-12
Gabriel Ben,63,Yes,Yes,1,1-2
Chandran Vora,68,No,Yes,5,3-4
Anmol Comar,62,No,No,5,11-12
Harini Bora,18,Yes,Yes,2,3-4
Upkaar Mammen,49,Yes,No,1,10-11
Kritika Minhas,18,Yes,Yes,2,2-3
Ubika Prakash,55,Yes,No,4,10-11
Janya Shukla,46,Yes,Yes,1,12-1
Hredhaan Bhalla,65,Yes,Yes,4,3-4
Nitesh Bhargava,42,Yes,No,2,4-5
Zinal Rajagopalan,63,No,No,3,4-5
Ganga Sethi,42,No,Yes,3,3-4
Siddharth Barad,61,No,No,3,1-2
Qarin Som,41,No,No,5,4-5
Praneel Jain,44,No,No,5,3-4
Gautami Shan,44,No,No,5,4-5
Isaac Narain,63,No,Yes,4,11-12
Abhiram Sharma,58,No,Yes,5,10-11
Anmol Comar,62,No,No,5,11-12
Dev Buch,21,No,No,4,10-11
Utkarsh Buch,37,No,No,5,3-4
Umang Mallick,33,Yes,Yes,4,11-12
Bhavani Sachdeva,34,Yes,No,5,4-5
Daniel Narayanan,37,Yes,No,5,12-1
Jason Ratti,66,No,No,5,9-10
Amruta Madan,18,Yes,Yes,5,9-10
Omisha Khanna,41,No,Yes,4,10-11
Unni Mannan,40,No,No,5,10-11
Saumya Kanda,18,Yes,No,1,2-3
Kiaan Handa,39,Yes,Yes,4,12-1
Avi Basu,57,No,Yes,4,12-1
Yashasvi Kala,66,No,No,5,9-10
Tanveer Narain,69,Yes,Yes,0,4-5
Faras Kapadia,41,No,No,1,11-12
Falan Kuruvilla,29,Yes,Yes,1,10-11
Jyoti Purohit,54,Yes,No,0,1-2
Ishita Kade,42,Yes,No,5,4-5
Idika Samra,52,Yes,Yes,3,10-11
Imaran Ramachandran,34,Yes,No,5,4-5
Ekbal Dyal,35,Yes,No,5,2-3
Vedhika Chandra,24,No,Yes,2,2-3
Jagdish Singh,47,No,No,5,3-4
Anvi Seshadri,62,No,No,2,12-1
Hitesh Gulati,47,Yes,Yes,4,12-1
Aahana Mohanty,48,No,Yes,4,4-5
Warhi Bali,61,No,No,4,12-1
Mugdha Dhillon,36,Yes,Yes,3,2-3
Bhavna Thakur,27,Yes,Yes,3,9-10
Nihal Ganesh,36,No,Yes,5,11-12
Isaac Narain,63,No,Yes,4,11-12
Nakul Ghose,68,No,No,2,11-12
Gopal Sachar,38,Yes,Yes,5,3-4
Rudra Mallick,33,Yes,Yes,5,1-2
Warjas Contractor,65,No,Yes,3,12-1
Dominic Sood,30,Yes,Yes,4,2-3
Shravya Gala,60,No,Yes,2,10-11
Nihal Subramaniam,69,No,Yes,3,10-11
Megha Sharma,69,Yes,Yes,4,12-1
Krisha Sama,25,No,Yes,1,12-1
Tanveer Rattan,61,No,Yes,2,9-10
Dominic Sood,30,Yes,Yes,4,2-3
Jhalak Chaudhary,67,No,No,4,9-10
Ansh Gupta,33,Yes,No,4,11-12
Avni Suri,19,Yes,Yes,3,3-4
Upadhriti Choudhary,24,No,Yes,2,1-2
Widisha Bandi,30,Yes,No,0,12-1
Lohit Sami,19,Yes,No,4,10-11
Omisha Khanna,41,No,Yes,4,10-11
Nidra Pandya,34,No,Yes,4,2-3
Tanvi Dugar,58,Yes,No,3,11-12
Balvan Handa,64,Yes,No,5,1-2
George Ranganathan,51,Yes,No,2,2-3
Ira Suri,63,Yes,No,5,11-12
Isaac Natt,40,Yes,Yes,5,2-3
Kavya Dayal,18,Yes,Yes,3,10-11
Liam Chada,29,Yes,Yes,5,4-5
Tanvi Ray,20,No,No,4,2-3
Alka Jaggi,51,No,Yes,4,10-11
Ekiya Mammen,49,Yes,Yes,3,4-5
Gopal Sachar,38,Yes,Yes,5,3-4
Hitesh Ramaswamy,35,No,Yes,4,2-3
Hardik Barad,44,No,No,0,3-4
Neha Sinha,68,Yes,Yes,3,10-11
Maanas Patel,62,Yes,No,4,12-1
Pranit Swamy,39,Yes,No,3,2-3
Dipta Bhavsar,54,No,No,1,3-4
Baghyawati Bakshi,53,Yes,Yes,3,4-5
Om Gala,49,No,No,2,10-11
Bhavini Ravi,42,No,Yes,4,1-2
Aarush Gandhi,45,Yes,No,4,4-5
Dhriti Baria,33,No,Yes,5,12-1
Nathan Mital,35,Yes,No,1,3-4
Raagini Comar,54,Yes,Yes,3,4-5
Advaith Dutt,36,No,No,5,9-10
Darika Chatterjee,68,Yes,No,5,11-12
Amruta Wadhwa,36,Yes,No,5,4-5
Dhruv Oza,50,Yes,Yes,0,11-12
Nakul Dara,52,No,No,5,4-5
Hema Minhas,45,No,Yes,3,1-2
Aachal Taneja,18,No,No,4,4-5
Amruta Solanki,50,No,Yes,0,2-3
Faris Narayanan,55,No,No,5,11-12
Pranav Ram,28,No,No,4,4-5
Avni Raghavan,19,Yes,No,2,3-4
Wishi Bawa,37,Yes,Yes,2,3-4
Jack Gopal,70,No,No,5,3-4
Chandran Lal,57,Yes,No,0,11-12
Tripti Mani,34,No,No,2,12-1
Udyati Bansal,28,Yes,Yes,5,10-11
Kiaan Handa,39,Yes,Yes,4,12-1
Liam Wadhwa,67,Yes,Yes,2,1-2
Saanvi Bhargava,39,No,No,5,11-12
Hitesh Parikh,69,No,No,4,11-12
Panini Sharma,70,Yes,No,4,4-5
Onveer Parmar,36,Yes,Yes,5,10-11
Mekhala Chada,19,Yes,No,3,2-3
Nicholas Sagar,30,Yes,Yes,0,11-12
Harita Doctor,45,Yes,No,5,2-3
Bhanumati Pandit,22,No,Yes,5,1-2
Reva Bir,36,No,No,5,9-10
Krish Datta,30,No,No,1,3-4
Sathvik Sami,56,Yes,No,5,11-12
Eiravati Bhatia,58,Yes,Yes,2,2-3
Owen Bhalla,61,No,No,2,12-1
Agastya Kale,19,No,Yes,4,10-11
Pratyush Butala,62,Yes,Yes,3,2-3
Nandini Baria,68,No,No,4,2-3
Geetika Dhillon,64,Yes,Yes,2,4-5
Harish Oak,21,No,No,5,11-12
Mahika Chaudry,59,Yes,Yes,5,1-2
Rayaan Chopra,67,No,Yes,5,10-11
Chakrika Dhaliwal,33,Yes,Yes,1,12-1
Yashodhara Bajwa,63,Yes,Yes,2,4-5
Noah Krishna,52,Yes,Yes,4,12-1
Raagini Baral,66,No,Yes,5,11-12
Mahika Loke,34,No,Yes,5,2-3
Yug Dar,47,No,No,5,2-3
Naveen Kohli,39,Yes,Yes,3,1-2
Triveni Lala,57,Yes,No,5,1-2
Neha Jain,40,Yes,No,5,2-3
Zarna Halder,44,No,No,5,11-12
Advay Chhabra,65,No,Yes,1,10-11
Atharv Bail,63,Yes,No,5,1-2
Siddharth Minhas,43,Yes,Yes,5,3-4
Bachittar De,53,Yes,No,3,11-12
Anirudh Dube,63,Yes,Yes,3,11-12
Chakradev Loke,48,Yes,Yes,2,2-3
Leena Parikh,47,No,No,4,11-12
Ekaraj Wali,66,No,Yes,5,3-4
Ladli Khatri,46,No,Yes,4,1-2
Omkaar Bhalla,43,No,Yes,1,2-3
Amrita Chatterjee,29,Yes,No,3,11-12
Mugdha Jayaraman,28,Yes,No,4,1-2
Keya Chaudhuri,62,No,Yes,5,3-4
Tristan Sant,42,No,Yes,5,3-4
Meera Issac,66,No,Yes,5,1-2
Vasana Apte,67,Yes,Yes,3,1-2
Bhavini Anand,60,Yes,Yes,4,3-4
Nidhi Sharma,22,Yes,No,3,10-11
Jasmit Din,38,Yes,Yes,0,4-5
Samesh Deep,69,Yes,Yes,5,12-1
Nidra Pandya,34,No,Yes,4,2-3
Yashvi Bir,65,No,Yes,3,2-3
Nicholas Sehgal,20,Yes,No,2,2-3
Pushti Dani,69,No,Yes,4,3-4
Harrison Prabhakar,31,No,No,5,9-10
Vasudha Kala,54,No,Yes,2,4-5
Dipta Mody,31,Yes,Yes,5,12-1
Hamsini Munshi,19,Yes,No,5,10-11
Gauri Sunder,24,No,Yes,4,11-12
Ekiya Narasimhan,52,No,Yes,4,9-10
Omya Sen,30,Yes,Yes,4,9-10
Shivansh Varghese,54,Yes,No,3,3-4
Ekaja Suresh,21,Yes,Yes,3,9-10
Fitan Mangat,19,No,Yes,1,3-4
Anthony Johal,44,Yes,No,3,10-11
Varenya Mammen,34,No,No,5,9-10
Damini Wason,34,No,Yes,4,4-5
Indali Vora,34,No,No,5,2-3
Laksh More,31,Yes,Yes,3,1-2
Zaid Kalita,29,No,Yes,5,2-3
Megha Ramachandran,19,No,No,2,9-10
Balvan Boase,31,Yes,Yes,5,2-3
Edhitha Hegde,29,No,Yes,4,9-10
Gaurika Narasimhan,48,No,Yes,5,12-1
Lekha Balan,21,Yes,No,2,12-1
Keya Shetty,32,No,Yes,4,10-11
Omisha Sanghvi,61,Yes,Yes,4,2-3
Sanaya Varma,26,Yes,Yes,3,4-5
Chandran Ravel,28,No,No,5,12-1
Yashasvi Loke,40,Yes,No,2,1-2
Vidhi Parsa,66,Yes,No,4,10-11
Oviya Om,57,Yes,Yes,3,11-12
Nimrat Badami,27,Yes,Yes,5,9-10
Abha Kale,46,Yes,No,2,9-10
Ekaja Randhawa,54,No,Yes,5,12-1
Saanvi Bhargava,39,No,No,5,11-12
Patrick Nayak,66,No,No,3,12-1
Ekantika Sandal,30,No,Yes,5,4-5
Charan Devan,27,Yes,No,3,4-5
Rehaan Mander,35,Yes,Yes,0,12-1
Sanaya Varma,26,Yes,Yes,3,4-5
Kala Dube,34,No,No,5,1-2
Vedant Bobal,54,Yes,Yes,2,11-12
Aashi Bedi,56,Yes,No,2,11-12
Peter Chada,18,Yes,No,3,1-2
Gautam Khanna,41,No,Yes,4,4-5
Chaman Grewal,58,Yes,No,4,11-12
Vidhi Gole,49,No,Yes,2,11-12
Ekantika Thaker,48,No,Yes,4,1-2
Ayush D’Alia,19,Yes,No,4,10-11
Pratyush Mitra,30,No,Yes,5,9-10
Damini Garde,37,Yes,Yes,3,1-2
Warhi Minhas,57,No,Yes,2,12-1
Yug Dar,47,No,No,5,2-3
Gaurika Sibal,61,No,No,2,12-1
Anusha Varughese,31,No,Yes,4,11-12
Luke Patel,21,No,No,5,9-10
Isha More,42,Yes,No,4,1-2
Bhavani Chaudry,28,No,Yes,5,10-11
Ijaya Sem,50,No,Yes,5,2-3
Tanay Hayre,46,No,Yes,1,12-1
Advaith Ram,61,No,No,3,11-12
